State,State_Initial,SA4 Name 2016,Population,Month,Year,Year-Month,Crash_Count,Fatality_Count,Crash_Count_per_100000_population,Fatality_Count_per_100000_population
South Australia,SA,Barossa - Yorke - Mid North,114862,7,2020,2020-7,3,3,2.611829848,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,7,2021,2021-7,2,3,1.741219899,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,8,2015,2015-8,2,2,1.741219899,1.741219899
South Australia,SA,Barossa - Yorke - Mid North,114862,8,2018,2018-8,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,9,2015,2015-9,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,9,2016,2016-9,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,9,2017,2017-9,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,9,2018,2018-9,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,9,2020,2020-9,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,10,2015,2015-10,3,3,2.611829848,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,10,2016,2016-10,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,10,2019,2019-10,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,11,2015,2015-11,3,3,2.611829848,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,11,2016,2016-11,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,11,2017,2017-11,2,4,1.741219899,3.482439797
South Australia,SA,Barossa - Yorke - Mid North,114862,11,2018,2018-11,2,3,1.741219899,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,11,2019,2019-11,2,3,1.741219899,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,11,2020,2020-11,3,3,2.611829848,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,12,2016,2016-12,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,12,2017,2017-12,1,1,0.870609949,0.870609949
South Australia,SA,Barossa - Yorke - Mid North,114862,12,2018,2018-12,2,3,1.741219899,2.611829848
South Australia,SA,Barossa - Yorke - Mid North,114862,12,2019,2019-12,2,2,1.741219899,1.741219899
South Australia,SA,Barossa - Yorke - Mid North,114862,12,2020,2020-12,1,1,0.870609949,0.870609949
Victoria,Vic,Bendigo,165248,1,2015,2015-1,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,1,2017,2017-1,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,1,2018,2018-1,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,1,2020,2020-1,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,1,2021,2021-1,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,2,2015,2015-2,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,2,2017,2017-2,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,2,2019,2019-2,3,3,1.815453137,1.815453137
Victoria,Vic,Bendigo,165248,2,2020,2020-2,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,2,2021,2021-2,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,3,2015,2015-3,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,3,2016,2016-3,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,3,2021,2021-3,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,4,2017,2017-4,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,4,2018,2018-4,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,4,2019,2019-4,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,4,2020,2020-4,2,3,1.210302091,1.815453137
Victoria,Vic,Bendigo,165248,4,2021,2021-4,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,5,2015,2015-5,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,5,2016,2016-5,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,5,2018,2018-5,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,5,2020,2020-5,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,6,2015,2015-6,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,6,2018,2018-6,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,6,2019,2019-6,3,3,1.815453137,1.815453137
Victoria,Vic,Bendigo,165248,7,2015,2015-7,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,7,2016,2016-7,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,7,2018,2018-7,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,7,2020,2020-7,2,3,1.210302091,1.815453137
Victoria,Vic,Bendigo,165248,8,2016,2016-8,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,8,2017,2017-8,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,8,2019,2019-8,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,9,2015,2015-9,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,9,2016,2016-9,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,9,2019,2019-9,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,9,2020,2020-9,3,3,1.815453137,1.815453137
Victoria,Vic,Bendigo,165248,10,2019,2019-10,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,11,2015,2015-11,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,11,2016,2016-11,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,11,2017,2017-11,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,11,2018,2018-11,1,1,0.605151046,0.605151046
Victoria,Vic,Bendigo,165248,12,2015,2015-12,1,2,0.605151046,1.210302091
Victoria,Vic,Bendigo,165248,12,2017,2017-12,3,3,1.815453137,1.815453137
Victoria,Vic,Bendigo,165248,12,2018,2018-12,2,2,1.210302091,1.210302091
Victoria,Vic,Bendigo,165248,12,2019,2019-12,3,3,1.815453137,1.815453137
Victoria,Vic,Bendigo,165248,12,2020,2020-12,1,1,0.605151046,0.605151046
Queensland,Qld,Brisbane - East,243121,1,2020,2020-1,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,1,2021,2021-1,1,3,0.411317821,1.233953464
Queensland,Qld,Brisbane - East,243121,2,2020,2020-2,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,2,2021,2021-2,2,2,0.822635642,0.822635642
Queensland,Qld,Brisbane - East,243121,3,2018,2018-3,3,3,1.233953464,1.233953464
Queensland,Qld,Brisbane - East,243121,3,2019,2019-3,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,3,2021,2021-3,2,2,0.822635642,0.822635642
Queensland,Qld,Brisbane - East,243121,4,2021,2021-4,2,2,0.822635642,0.822635642
Queensland,Qld,Brisbane - East,243121,6,2021,2021-6,2,2,0.822635642,0.822635642
Queensland,Qld,Brisbane - East,243121,7,2019,2019-7,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,7,2020,2020-7,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,8,2020,2020-8,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,8,2021,2021-8,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,9,2018,2018-9,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - East,243121,9,2019,2019-9,1,1,0.411317821,0.411317821
Queensland,Qld,Brisbane - North,228486,1,2018,2018-1,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,1,2021,2021-1,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,2,2020,2020-2,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,2,2021,2021-2,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,4,2020,2020-4,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,7,2018,2018-7,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,7,2019,2019-7,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,8,2019,2019-8,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,9,2018,2018-9,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,9,2019,2019-9,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,10,2019,2019-10,3,4,1.31299073,1.750654307
Queensland,Qld,Brisbane - North,228486,11,2018,2018-11,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - North,228486,12,2019,2019-12,1,1,0.437663577,0.437663577
Queensland,Qld,Brisbane - South,381849,1,2018,2018-1,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,1,2019,2019-1,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,2,2018,2018-2,2,2,0.523767248,0.523767248
Queensland,Qld,Brisbane - South,381849,3,2018,2018-3,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,3,2019,2019-3,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,3,2020,2020-3,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,3,2021,2021-3,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,4,2020,2020-4,2,2,0.523767248,0.523767248
Queensland,Qld,Brisbane - South,381849,5,2018,2018-5,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,5,2021,2021-5,2,2,0.523767248,0.523767248
Queensland,Qld,Brisbane - South,381849,6,2018,2018-6,2,2,0.523767248,0.523767248
Queensland,Qld,Brisbane - South,381849,6,2020,2020-6,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,6,2021,2021-6,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,7,2018,2018-7,1,2,0.261883624,0.523767248
Queensland,Qld,Brisbane - South,381849,7,2020,2020-7,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,7,2021,2021-7,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,8,2018,2018-8,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,9,2019,2019-9,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,9,2020,2020-9,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,10,2019,2019-10,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - South,381849,10,2020,2020-10,2,2,0.523767248,0.523767248
Queensland,Qld,Brisbane - South,381849,12,2018,2018-12,1,1,0.261883624,0.261883624
Queensland,Qld,Brisbane - West,194889,3,2020,2020-3,1,1,0.513112592,0.513112592
Queensland,Qld,Brisbane - West,194889,4,2021,2021-4,1,1,0.513112592,0.513112592
Queensland,Qld,Brisbane - West,194889,6,2018,2018-6,1,1,0.513112592,0.513112592
Queensland,Qld,Brisbane - West,194889,7,2021,2021-7,1,1,0.513112592,0.513112592
Queensland,Qld,Brisbane Inner City,298546,3,2019,2019-3,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,3,2020,2020-3,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,4,2018,2018-4,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,4,2019,2019-4,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,5,2018,2018-5,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,5,2019,2019-5,1,2,0.334956757,0.669913514
Queensland,Qld,Brisbane Inner City,298546,6,2020,2020-6,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,7,2018,2018-7,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,8,2018,2018-8,1,1,0.334956757,0.334956757
Queensland,Qld,Brisbane Inner City,298546,9,2020,2020-9,1,1,0.334956757,0.334956757
Western Australia,WA,Bunbury,186068,1,2015,2015-1,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,1,2016,2016-1,1,2,0.537437926,1.074875852
Western Australia,WA,Bunbury,186068,1,2017,2017-1,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,1,2018,2018-1,3,4,1.612313778,2.149751704
Western Australia,WA,Bunbury,186068,1,2019,2019-1,4,4,2.149751704,2.149751704
Western Australia,WA,Bunbury,186068,2,2015,2015-2,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,2,2016,2016-2,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,2,2017,2017-2,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,2,2018,2018-2,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,2,2019,2019-2,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,3,2015,2015-3,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,3,2016,2016-3,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,3,2017,2017-3,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,3,2018,2018-3,4,4,2.149751704,2.149751704
Western Australia,WA,Bunbury,186068,4,2015,2015-4,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,4,2016,2016-4,1,2,0.537437926,1.074875852
Western Australia,WA,Bunbury,186068,4,2017,2017-4,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,4,2019,2019-4,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,5,2015,2015-5,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,5,2016,2016-5,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,5,2018,2018-5,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,5,2019,2019-5,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,6,2015,2015-6,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,6,2016,2016-6,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,6,2018,2018-6,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,6,2019,2019-6,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,7,2015,2015-7,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,7,2016,2016-7,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,7,2017,2017-7,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,7,2018,2018-7,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,7,2019,2019-7,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,8,2015,2015-8,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,8,2016,2016-8,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,8,2019,2019-8,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,9,2015,2015-9,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,9,2016,2016-9,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,9,2017,2017-9,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,9,2018,2018-9,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,9,2019,2019-9,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,10,2016,2016-10,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,10,2017,2017-10,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,10,2018,2018-10,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,10,2019,2019-10,1,2,0.537437926,1.074875852
Western Australia,WA,Bunbury,186068,11,2016,2016-11,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,11,2017,2017-11,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,11,2018,2018-11,3,4,1.612313778,2.149751704
Western Australia,WA,Bunbury,186068,11,2019,2019-11,2,2,1.074875852,1.074875852
Western Australia,WA,Bunbury,186068,12,2015,2015-12,1,1,0.537437926,0.537437926
Western Australia,WA,Bunbury,186068,12,2016,2016-12,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,12,2017,2017-12,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,12,2018,2018-12,3,3,1.612313778,1.612313778
Western Australia,WA,Bunbury,186068,12,2019,2019-12,2,3,1.074875852,1.612313778
Queensland,Qld,Cairns,256039,1,2021,2021-1,2,2,0.781131,0.781131
Queensland,Qld,Cairns,256039,2,2018,2018-2,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,2,2019,2019-2,2,2,0.781131,0.781131
Queensland,Qld,Cairns,256039,2,2020,2020-2,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,2,2021,2021-2,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,3,2018,2018-3,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,3,2019,2019-3,3,6,1.171696499,2.343392999
Queensland,Qld,Cairns,256039,3,2020,2020-3,2,2,0.781131,0.781131
Queensland,Qld,Cairns,256039,3,2021,2021-3,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,4,2018,2018-4,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,4,2021,2021-4,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,5,2019,2019-5,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,5,2020,2020-5,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,5,2021,2021-5,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,6,2019,2019-6,1,2,0.3905655,0.781131
Queensland,Qld,Cairns,256039,6,2020,2020-6,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,6,2021,2021-6,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,7,2018,2018-7,3,3,1.171696499,1.171696499
Queensland,Qld,Cairns,256039,7,2019,2019-7,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,7,2021,2021-7,2,3,0.781131,1.171696499
Queensland,Qld,Cairns,256039,8,2018,2018-8,2,2,0.781131,0.781131
Queensland,Qld,Cairns,256039,8,2019,2019-8,2,2,0.781131,0.781131
Queensland,Qld,Cairns,256039,8,2020,2020-8,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,9,2018,2018-9,1,2,0.3905655,0.781131
Queensland,Qld,Cairns,256039,9,2019,2019-9,3,3,1.171696499,1.171696499
Queensland,Qld,Cairns,256039,9,2020,2020-9,3,4,1.171696499,1.562261999
Queensland,Qld,Cairns,256039,10,2019,2019-10,2,3,0.781131,1.171696499
Queensland,Qld,Cairns,256039,10,2020,2020-10,2,2,0.781131,0.781131
Queensland,Qld,Cairns,256039,11,2019,2019-11,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,11,2020,2020-11,1,1,0.3905655,0.3905655
Queensland,Qld,Cairns,256039,12,2018,2018-12,3,3,1.171696499,1.171696499
Queensland,Qld,Cairns,256039,12,2019,2019-12,2,3,0.781131,1.171696499
Queensland,Qld,Cairns,256039,12,2020,2020-12,3,4,1.171696499,1.562261999
New South Wales,NSW,Capital Region,232799,1,2015,2015-1,4,4,1.718220439,1.718220439
New South Wales,NSW,Capital Region,232799,1,2016,2016-1,3,3,1.288665329,1.288665329
New South Wales,NSW,Capital Region,232799,1,2017,2017-1,2,2,0.85911022,0.85911022
New South Wales,NSW,Capital Region,232799,1,2019,2019-1,3,3,1.288665329,1.288665329
New South Wales,NSW,Capital Region,232799,1,2020,2020-1,2,3,0.85911022,1.288665329
New South Wales,NSW,Capital Region,232799,1,2021,2021-1,3,3,1.288665329,1.288665329
New South Wales,NSW,Capital Region,232799,2,2015,2015-2,2,2,0.85911022,0.85911022
New South Wales,NSW,Capital Region,232799,2,2016,2016-2,1,1,0.42955511,0.42955511
New South Wales,NSW,Capital Region,232799,2,2018,2018-2,2,2,0.85911022,0.85911022
New South Wales,NSW,Capital Region,232799,2,2019,2019-2,1,1,0.42955511,0.42955511
New South Wales,NSW,Capital Region,232799,2,2020,2020-2,1,1,0.42955511,0.42955511
New South Wales,NSW,Capital Region,232799,2,2021,2021-2,3,3,1.288665329,1.288665329
New South Wales,NSW,Capital Region,232799,3,2015,2015-3,1,1,0.42955511,0.42955511
New South Wales,NSW,Capital Region,232799,3,2016,2016-3,4,4,1.718220439,1.718220439
New South Wales,NSW,Capital Region,232799,3,2017,2017-3,3,3,1.288665329,1.288665329
