Hour,Dayweek,Month,Year,Year-Month,Crash_Count
08,Tuesday,6,2018,2018-6,1
08,Tuesday,6,2020,2020-6,1
08,Tuesday,6,2021,2021-6,1
08,Tuesday,7,2017,2017-7,1
08,Tuesday,7,2019,2019-7,2
08,Tuesday,8,2017,2017-8,1
08,Tuesday,8,2019,2019-8,1
08,Tuesday,8,2020,2020-8,1
08,Tuesday,9,2017,2017-9,2
08,Tuesday,10,2015,2015-10,1
08,Tuesday,10,2017,2017-10,1
08,Tuesday,10,2019,2019-10,1
08,Tuesday,11,2018,2018-11,2
08,Tuesday,12,2019,2019-12,1
08,Wednesday,1,2015,2015-1,1
08,Wednesday,1,2016,2016-1,1
08,Wednesday,2,2016,2016-2,1
08,Wednesday,2,2018,2018-2,2
08,Wednesday,2,2019,2019-2,1
08,Wednesday,3,2015,2015-3,1
08,Wednesday,3,2016,2016-3,1
08,Wednesday,3,2019,2019-3,1
08,Wednesday,3,2020,2020-3,2
08,Wednesday,4,2016,2016-4,1
08,Wednesday,4,2020,2020-4,1
08,Wednesday,5,2021,2021-5,1
08,Wednesday,6,2015,2015-6,2
08,Wednesday,6,2017,2017-6,2
08,Wednesday,6,2019,2019-6,1
08,Wednesday,6,2021,2021-6,2
08,Wednesday,7,2015,2015-7,2
08,Wednesday,7,2020,2020-7,2
08,Wednesday,8,2017,2017-8,1
08,Wednesday,9,2017,2017-9,1
08,Wednesday,9,2019,2019-9,1
08,Wednesday,10,2019,2019-10,1
08,Wednesday,10,2020,2020-10,1
08,Wednesday,11,2015,2015-11,1
08,Wednesday,11,2016,2016-11,1
08,Wednesday,11,2017,2017-11,1
08,Wednesday,11,2019,2019-11,1
08,Wednesday,11,2020,2020-11,1
08,Wednesday,12,2016,2016-12,1
08,Wednesday,12,2019,2019-12,2
08,Wednesday,12,2020,2020-12,1
09,Friday,1,2016,2016-1,1
09,Friday,1,2021,2021-1,1
09,Friday,2,2015,2015-2,1
09,Friday,2,2017,2017-2,1
09,Friday,3,2015,2015-3,1
09,Friday,3,2019,2019-3,1
09,Friday,4,2015,2015-4,2
09,Friday,5,2015,2015-5,1
09,Friday,5,2016,2016-5,1
09,Friday,5,2018,2018-5,1
09,Friday,6,2019,2019-6,1
09,Friday,6,2020,2020-6,2
09,Friday,7,2015,2015-7,1
09,Friday,7,2016,2016-7,1
09,Friday,7,2018,2018-7,1
09,Friday,8,2015,2015-8,1
09,Friday,8,2016,2016-8,1
09,Friday,8,2018,2018-8,1
09,Friday,8,2019,2019-8,1
09,Friday,8,2020,2020-8,1
09,Friday,8,2021,2021-8,1
09,Friday,9,2018,2018-9,1
09,Friday,9,2019,2019-9,1
09,Friday,9,2020,2020-9,1
09,Friday,10,2015,2015-10,1
09,Friday,10,2016,2016-10,2
09,Friday,10,2018,2018-10,1
09,Friday,11,2018,2018-11,1
09,Friday,11,2019,2019-11,2
09,Friday,12,2016,2016-12,1
09,Friday,12,2018,2018-12,1
09,Friday,12,2019,2019-12,2
09,Monday,1,2018,2018-1,1
09,Monday,1,2019,2019-1,1
09,Monday,2,2015,2015-2,2
09,Monday,2,2018,2018-2,1
09,Monday,2,2020,2020-2,3
09,Monday,2,2021,2021-2,1
09,Monday,3,2019,2019-3,2
09,Monday,3,2021,2021-3,2
09,Monday,4,2015,2015-4,1
09,Monday,4,2016,2016-4,1
09,Monday,4,2018,2018-4,1
09,Monday,4,2019,2019-4,1
09,Monday,5,2016,2016-5,1
09,Monday,5,2018,2018-5,1
09,Monday,5,2021,2021-5,1
09,Monday,6,2020,2020-6,2
09,Monday,7,2015,2015-7,1
09,Monday,7,2017,2017-7,1
09,Monday,7,2019,2019-7,2
09,Monday,7,2021,2021-7,2
09,Monday,8,2016,2016-8,1
09,Monday,8,2017,2017-8,2
09,Monday,8,2019,2019-8,1
09,Monday,8,2020,2020-8,1
09,Monday,9,2015,2015-9,1
09,Monday,9,2016,2016-9,2
09,Monday,9,2018,2018-9,1
09,Monday,9,2020,2020-9,3
09,Monday,10,2015,2015-10,2
09,Monday,10,2017,2017-10,1
09,Monday,10,2020,2020-10,1
09,Monday,11,2015,2015-11,1
09,Monday,11,2018,2018-11,1
09,Monday,12,2018,2018-12,1
09,Saturday,1,2015,2015-1,1
09,Saturday,1,2019,2019-1,1
09,Saturday,2,2016,2016-2,2
09,Saturday,2,2021,2021-2,1
09,Saturday,3,2019,2019-3,2
09,Saturday,3,2020,2020-3,1
09,Saturday,3,2021,2021-3,2
09,Saturday,4,2017,2017-4,1
09,Saturday,4,2018,2018-4,3
09,Saturday,4,2019,2019-4,1
09,Saturday,4,2021,2021-4,1
09,Saturday,5,2015,2015-5,2
09,Saturday,5,2016,2016-5,1
09,Saturday,5,2019,2019-5,1
09,Saturday,5,2021,2021-5,1
09,Saturday,6,2016,2016-6,1
09,Saturday,6,2020,2020-6,1
09,Saturday,7,2018,2018-7,2
09,Saturday,7,2019,2019-7,1
09,Saturday,8,2015,2015-8,1
09,Saturday,8,2019,2019-8,1
09,Saturday,8,2020,2020-8,1
09,Saturday,9,2019,2019-9,1
09,Saturday,9,2020,2020-9,1
09,Saturday,10,2015,2015-10,2
09,Saturday,10,2018,2018-10,1
09,Saturday,11,2015,2015-11,1
09,Saturday,11,2017,2017-11,1
09,Saturday,11,2018,2018-11,3
09,Saturday,12,2017,2017-12,1
09,Saturday,12,2018,2018-12,1
09,Saturday,12,2019,2019-12,3
09,Sunday,1,2017,2017-1,1
09,Sunday,1,2018,2018-1,1
09,Sunday,1,2020,2020-1,1
09,Sunday,2,2015,2015-2,1
09,Sunday,2,2016,2016-2,2
09,Sunday,2,2021,2021-2,1
09,Sunday,3,2015,2015-3,2
09,Sunday,3,2019,2019-3,2
09,Sunday,3,2020,2020-3,1
09,Sunday,4,2015,2015-4,2
09,Sunday,4,2017,2017-4,1
09,Sunday,4,2018,2018-4,1
09,Sunday,4,2020,2020-4,1
09,Sunday,4,2021,2021-4,2
09,Sunday,5,2019,2019-5,1
09,Sunday,5,2021,2021-5,2
09,Sunday,6,2015,2015-6,1
09,Sunday,6,2018,2018-6,1
09,Sunday,7,2016,2016-7,2
09,Sunday,7,2017,2017-7,2
09,Sunday,7,2018,2018-7,1
09,Sunday,7,2020,2020-7,1
09,Sunday,8,2015,2015-8,3
09,Sunday,8,2016,2016-8,1
09,Sunday,8,2017,2017-8,1
09,Sunday,8,2018,2018-8,1
09,Sunday,8,2020,2020-8,1
09,Sunday,9,2015,2015-9,1
09,Sunday,9,2020,2020-9,1
09,Sunday,10,2015,2015-10,1
09,Sunday,10,2016,2016-10,1
09,Sunday,10,2017,2017-10,1
09,Sunday,11,2015,2015-11,2
09,Sunday,11,2016,2016-11,2
09,Sunday,11,2017,2017-11,2
09,Sunday,11,2020,2020-11,2
09,Sunday,12,2016,2016-12,1
09,Sunday,12,2017,2017-12,1
09,Sunday,12,2018,2018-12,1
09,Sunday,12,2020,2020-12,3
09,Thursday,1,2019,2019-1,1
09,Thursday,1,2021,2021-1,1
09,Thursday,2,2016,2016-2,1
09,Thursday,2,2018,2018-2,1
09,Thursday,2,2019,2019-2,2
09,Thursday,2,2021,2021-2,2
09,Thursday,3,2015,2015-3,1
09,Thursday,3,2017,2017-3,1
09,Thursday,3,2018,2018-3,1
09,Thursday,3,2019,2019-3,1
09,Thursday,3,2020,2020-3,1
09,Thursday,4,2016,2016-4,2
09,Thursday,4,2018,2018-4,1
09,Thursday,5,2019,2019-5,1
09,Thursday,6,2017,2017-6,2
09,Thursday,6,2020,2020-6,1
09,Thursday,7,2017,2017-7,1
09,Thursday,7,2018,2018-7,1
09,Thursday,7,2021,2021-7,1
09,Thursday,8,2015,2015-8,1
09,Thursday,8,2016,2016-8,1
09,Thursday,8,2017,2017-8,1
09,Thursday,8,2020,2020-8,1
09,Thursday,9,2017,2017-9,1
09,Thursday,10,2016,2016-10,1
09,Thursday,10,2018,2018-10,1
09,Thursday,10,2019,2019-10,1
09,Thursday,11,2015,2015-11,1
09,Thursday,11,2016,2016-11,2
09,Thursday,12,2018,2018-12,1
09,Tuesday,1,2015,2015-1,1
09,Tuesday,1,2016,2016-1,1
09,Tuesday,1,2017,2017-1,1
09,Tuesday,1,2018,2018-1,1
09,Tuesday,1,2019,2019-1,1
09,Tuesday,2,2017,2017-2,1
09,Tuesday,2,2020,2020-2,1
09,Tuesday,3,2015,2015-3,1
09,Tuesday,3,2016,2016-3,1
09,Tuesday,3,2021,2021-3,2
09,Tuesday,4,2016,2016-4,2
09,Tuesday,4,2021,2021-4,1
09,Tuesday,5,2015,2015-5,2
09,Tuesday,5,2017,2017-5,3
09,Tuesday,5,2018,2018-5,2
09,Tuesday,6,2016,2016-6,1
09,Tuesday,6,2020,2020-6,1
09,Tuesday,6,2021,2021-6,1
09,Tuesday,7,2015,2015-7,1
09,Tuesday,7,2017,2017-7,1
09,Tuesday,7,2018,2018-7,1
09,Tuesday,7,2020,2020-7,1
09,Tuesday,8,2015,2015-8,2
09,Tuesday,8,2017,2017-8,1
09,Tuesday,8,2018,2018-8,1
09,Tuesday,8,2021,2021-8,1
09,Tuesday,9,2015,2015-9,1
09,Tuesday,9,2017,2017-9,1
09,Tuesday,9,2019,2019-9,2
09,Tuesday,9,2020,2020-9,1
09,Tuesday,10,2016,2016-10,1
09,Tuesday,10,2018,2018-10,2
09,Tuesday,10,2019,2019-10,1
09,Tuesday,10,2020,2020-10,1
09,Tuesday,11,2016,2016-11,2
09,Tuesday,11,2018,2018-11,1
09,Tuesday,11,2020,2020-11,1
09,Tuesday,12,2017,2017-12,1
09,Tuesday,12,2019,2019-12,2
09,Tuesday,12,2020,2020-12,1
09,Wednesday,1,2016,2016-1,1
09,Wednesday,1,2021,2021-1,1
09,Wednesday,2,2016,2016-2,1
09,Wednesday,2,2018,2018-2,1
09,Wednesday,3,2017,2017-3,2
09,Wednesday,3,2018,2018-3,1
09,Wednesday,3,2019,2019-3,1
09,Wednesday,3,2021,2021-3,1
09,Wednesday,4,2016,2016-4,1
09,Wednesday,4,2018,2018-4,1
09,Wednesday,4,2019,2019-4,1
09,Wednesday,4,2020,2020-4,2
09,Wednesday,6,2015,2015-6,1
09,Wednesday,6,2018,2018-6,1
09,Wednesday,6,2019,2019-6,1
09,Wednesday,6,2021,2021-6,2
09,Wednesday,7,2015,2015-7,2
09,Wednesday,8,2015,2015-8,3
09,Wednesday,8,2016,2016-8,1
09,Wednesday,8,2019,2019-8,2
09,Wednesday,9,2017,2017-9,2
09,Wednesday,10,2018,2018-10,1
09,Wednesday,10,2019,2019-10,1
09,Wednesday,11,2015,2015-11,1
09,Wednesday,11,2016,2016-11,2
09,Wednesday,11,2017,2017-11,1
09,Wednesday,11,2018,2018-11,1
09,Wednesday,11,2019,2019-11,1
09,Wednesday,12,2015,2015-12,3
10,Friday,1,2018,2018-1,1
10,Friday,2,2016,2016-2,1
10,Friday,2,2019,2019-2,2
10,Friday,2,2020,2020-2,1
10,Friday,3,2015,2015-3,3
10,Friday,3,2016,2016-3,1
10,Friday,3,2020,2020-3,1
10,Friday,3,2021,2021-3,1
10,Friday,4,2016,2016-4,1
10,Friday,4,2018,2018-4,1
10,Friday,5,2015,2015-5,1
10,Friday,5,2019,2019-5,2
10,Friday,5,2021,2021-5,1
10,Friday,6,2015,2015-6,1
10,Friday,6,2016,2016-6,1
10,Friday,6,2017,2017-6,1
10,Friday,7,2016,2016-7,1
10,Friday,7,2017,2017-7,1
10,Friday,7,2021,2021-7,1
10,Friday,8,2015,2015-8,2
10,Friday,8,2018,2018-8,2
10,Friday,8,2021,2021-8,1
10,Friday,9,2016,2016-9,2
10,Friday,9,2017,2017-9,1
10,Friday,9,2019,2019-9,3
10,Friday,10,2015,2015-10,2
10,Friday,10,2018,2018-10,3
10,Friday,10,2019,2019-10,1
10,Friday,10,2020,2020-10,1
10,Friday,11,2019,2019-11,1
10,Friday,12,2016,2016-12,1
10,Friday,12,2017,2017-12,2
10,Friday,12,2018,2018-12,1
10,Friday,12,2019,2019-12,2
10,Monday,1,2015,2015-1,1
10,Monday,1,2017,2017-1,1
10,Monday,1,2018,2018-1,1
10,Monday,1,2020,2020-1,1
10,Monday,2,2015,2015-2,3
10,Monday,2,2016,2016-2,1
10,Monday,2,2020,2020-2,1
10,Monday,2,2021,2021-2,1
10,Monday,3,2016,2016-3,1
10,Monday,3,2017,2017-3,1
10,Monday,3,2019,2019-3,1
10,Monday,4,2017,2017-4,1
10,Monday,4,2021,2021-4,1
10,Monday,5,2016,2016-5,2
10,Monday,5,2017,2017-5,2
10,Monday,5,2019,2019-5,2
10,Monday,5,2020,2020-5,1
10,Monday,6,2015,2015-6,1
10,Monday,6,2018,2018-6,3
10,Monday,6,2019,2019-6,2
10,Monday,6,2021,2021-6,1
10,Monday,7,2017,2017-7,1
10,Monday,8,2015,2015-8,1
10,Monday,8,2016,2016-8,1
10,Monday,8,2018,2018-8,2
10,Monday,8,2020,2020-8,1
10,Monday,8,2021,2021-8,2
10,Monday,9,2015,2015-9,3
10,Monday,9,2016,2016-9,1
10,Monday,9,2018,2018-9,1
10,Monday,9,2020,2020-9,2
10,Monday,10,2015,2015-10,1
10,Monday,10,2016,2016-10,1
10,Monday,10,2017,2017-10,1
10,Monday,10,2018,2018-10,1
10,Monday,10,2019,2019-10,1
10,Monday,11,2015,2015-11,1
10,Monday,11,2017,2017-11,1
10,Monday,11,2018,2018-11,1
10,Monday,12,2016,2016-12,1
10,Monday,12,2017,2017-12,1
10,Monday,12,2018,2018-12,1
10,Monday,12,2020,2020-12,1
10,Saturday,1,2018,2018-1,1
10,Saturday,1,2021,2021-1,2
10,Saturday,2,2018,2018-2,2
10,Saturday,3,2015,2015-3,1
10,Saturday,3,2016,2016-3,2
10,Saturday,3,2017,2017-3,2
10,Saturday,3,2018,2018-3,2
10,Saturday,3,2019,2019-3,1
10,Saturday,3,2020,2020-3,1
10,Saturday,3,2021,2021-3,1
10,Saturday,4,2016,2016-4,1
10,Saturday,4,2018,2018-4,1
10,Saturday,4,2019,2019-4,1
10,Saturday,4,2021,2021-4,1
10,Saturday,5,2016,2016-5,1
10,Saturday,5,2017,2017-5,1
10,Saturday,5,2018,2018-5,2
10,Saturday,5,2020,2020-5,1
10,Saturday,5,2021,2021-5,1
10,Saturday,6,2017,2017-6,1
10,Saturday,6,2018,2018-6,1
10,Saturday,6,2019,2019-6,1
10,Saturday,7,2017,2017-7,1
10,Saturday,7,2018,2018-7,2
10,Saturday,7,2019,2019-7,1
10,Saturday,7,2020,2020-7,1
10,Saturday,7,2021,2021-7,1
10,Saturday,8,2015,2015-8,1
10,Saturday,8,2017,2017-8,1
10,Saturday,8,2019,2019-8,1
10,Saturday,8,2020,2020-8,2
10,Saturday,9,2018,2018-9,1
10,Saturday,9,2020,2020-9,1
10,Saturday,10,2015,2015-10,1
10,Saturday,10,2018,2018-10,1
10,Saturday,10,2020,2020-10,1
10,Saturday,11,2019,2019-11,1
10,Saturday,11,2020,2020-11,2
10,Saturday,12,2018,2018-12,1
10,Sunday,1,2015,2015-1,1
10,Sunday,1,2017,2017-1,1
10,Sunday,1,2021,2021-1,2
10,Sunday,2,2017,2017-2,1
10,Sunday,2,2019,2019-2,3
10,Sunday,3,2015,2015-3,1
10,Sunday,3,2016,2016-3,1
10,Sunday,3,2018,2018-3,1
10,Sunday,3,2019,2019-3,1
10,Sunday,3,2020,2020-3,2
10,Sunday,3,2021,2021-3,2
10,Sunday,4,2015,2015-4,1
10,Sunday,4,2016,2016-4,1
10,Sunday,4,2018,2018-4,1
10,Sunday,4,2021,2021-4,1
10,Sunday,5,2015,2015-5,1
10,Sunday,5,2016,2016-5,1
10,Sunday,5,2017,2017-5,1
10,Sunday,5,2018,2018-5,1
10,Sunday,6,2015,2015-6,1
10,Sunday,6,2018,2018-6,2
10,Sunday,6,2020,2020-6,1
10,Sunday,6,2021,2021-6,1
10,Sunday,7,2018,2018-7,2
10,Sunday,7,2019,2019-7,1
10,Sunday,7,2020,2020-7,1
10,Sunday,7,2021,2021-7,2
10,Sunday,8,2016,2016-8,1
10,Sunday,8,2017,2017-8,1
10,Sunday,8,2020,2020-8,1
10,Sunday,8,2021,2021-8,1
10,Sunday,9,2016,2016-9,1
10,Sunday,9,2018,2018-9,1
10,Sunday,10,2015,2015-10,1
10,Sunday,10,2016,2016-10,4
10,Sunday,10,2017,2017-10,3
10,Sunday,10,2018,2018-10,1
10,Sunday,10,2019,2019-10,2
10,Sunday,10,2020,2020-10,1
10,Sunday,11,2018,2018-11,1
10,Sunday,11,2020,2020-11,1
10,Sunday,12,2015,2015-12,2
10,Sunday,12,2016,2016-12,3
10,Sunday,12,2018,2018-12,1
10,Sunday,12,2019,2019-12,2
10,Sunday,12,2020,2020-12,2
10,Thursday,1,2015,2015-1,1
10,Thursday,1,2016,2016-1,1
10,Thursday,1,2017,2017-1,1
10,Thursday,1,2018,2018-1,1
10,Thursday,1,2021,2021-1,1
10,Thursday,2,2015,2015-2,3
10,Thursday,2,2016,2016-2,1
10,Thursday,2,2019,2019-2,2
10,Thursday,2,2020,2020-2,1
10,Thursday,3,2015,2015-3,3
10,Thursday,3,2018,2018-3,2
10,Thursday,3,2019,2019-3,1
10,Thursday,3,2021,2021-3,2
10,Thursday,4,2016,2016-4,1
10,Thursday,4,2020,2020-4,1
10,Thursday,4,2021,2021-4,1
10,Thursday,5,2015,2015-5,1
10,Thursday,5,2017,2017-5,2
10,Thursday,5,2018,2018-5,1
10,Thursday,5,2021,2021-5,3
10,Thursday,6,2019,2019-6,1
10,Thursday,7,2018,2018-7,1
10,Thursday,7,2020,2020-7,1
10,Thursday,7,2021,2021-7,2
10,Thursday,8,2016,2016-8,2
10,Thursday,8,2017,2017-8,1
10,Thursday,8,2019,2019-8,1
10,Thursday,8,2020,2020-8,1
10,Thursday,9,2016,2016-9,1
10,Thursday,9,2018,2018-9,1
10,Thursday,9,2019,2019-9,1
10,Thursday,10,2015,2015-10,2
10,Thursday,10,2017,2017-10,1
10,Thursday,11,2015,2015-11,1
10,Thursday,11,2019,2019-11,3
10,Thursday,12,2017,2017-12,2
10,Thursday,12,2020,2020-12,2
10,Tuesday,1,2015,2015-1,1
10,Tuesday,1,2016,2016-1,1
10,Tuesday,1,2018,2018-1,1
10,Tuesday,1,2019,2019-1,3
10,Tuesday,3,2016,2016-3,2
10,Tuesday,3,2018,2018-3,1
10,Tuesday,3,2019,2019-3,1
10,Tuesday,3,2020,2020-3,2
10,Tuesday,4,2015,2015-4,1
10,Tuesday,4,2017,2017-4,2
10,Tuesday,4,2019,2019-4,1
10,Tuesday,5,2016,2016-5,1
10,Tuesday,5,2017,2017-5,1
10,Tuesday,5,2018,2018-5,2
10,Tuesday,5,2019,2019-5,2
10,Tuesday,5,2021,2021-5,2
10,Tuesday,6,2016,2016-6,1
10,Tuesday,6,2020,2020-6,1
10,Tuesday,7,2017,2017-7,1
10,Tuesday,7,2018,2018-7,1
10,Tuesday,8,2017,2017-8,1
10,Tuesday,8,2018,2018-8,2
10,Tuesday,8,2020,2020-8,1
10,Tuesday,9,2016,2016-9,1
10,Tuesday,9,2018,2018-9,1
10,Tuesday,9,2019,2019-9,3
10,Tuesday,9,2020,2020-9,3
10,Tuesday,10,2019,2019-10,1
10,Tuesday,11,2015,2015-11,1
10,Tuesday,11,2016,2016-11,2
10,Tuesday,11,2020,2020-11,1
10,Tuesday,12,2017,2017-12,2
10,Tuesday,12,2019,2019-12,1
10,Tuesday,12,2020,2020-12,2
10,Wednesday,1,2015,2015-1,1
10,Wednesday,1,2019,2019-1,1
10,Wednesday,1,2020,2020-1,3
10,Wednesday,2,2017,2017-2,2
10,Wednesday,2,2020,2020-2,1
10,Wednesday,3,2015,2015-3,2
10,Wednesday,3,2019,2019-3,1
10,Wednesday,3,2020,2020-3,1
10,Wednesday,3,2021,2021-3,3
10,Wednesday,4,2015,2015-4,1
10,Wednesday,4,2018,2018-4,1
10,Wednesday,4,2020,2020-4,3
10,Wednesday,5,2016,2016-5,2
10,Wednesday,5,2018,2018-5,2
10,Wednesday,6,2015,2015-6,2
10,Wednesday,6,2016,2016-6,1
10,Wednesday,6,2017,2017-6,3
10,Wednesday,7,2020,2020-7,2
10,Wednesday,7,2021,2021-7,1
10,Wednesday,8,2017,2017-8,2
10,Wednesday,9,2019,2019-9,1
10,Wednesday,10,2016,2016-10,2
10,Wednesday,10,2018,2018-10,1
10,Wednesday,10,2020,2020-10,2
10,Wednesday,11,2019,2019-11,2
10,Wednesday,12,2016,2016-12,1
10,Wednesday,12,2020,2020-12,1
11,Friday,1,2016,2016-1,2
11,Friday,1,2018,2018-1,1
11,Friday,1,2019,2019-1,1
11,Friday,1,2021,2021-1,1
11,Friday,2,2018,2018-2,1
11,Friday,2,2019,2019-2,1
11,Friday,2,2021,2021-2,1
11,Friday,3,2017,2017-3,1
11,Friday,3,2018,2018-3,5
11,Friday,3,2021,2021-3,2
11,Friday,4,2015,2015-4,1
11,Friday,4,2016,2016-4,1
11,Friday,4,2017,2017-4,1
11,Friday,4,2019,2019-4,2
11,Friday,5,2015,2015-5,1
11,Friday,5,2017,2017-5,2
11,Friday,6,2017,2017-6,1
11,Friday,6,2020,2020-6,1
11,Friday,6,2021,2021-6,2
11,Friday,7,2016,2016-7,1
11,Friday,7,2017,2017-7,1
11,Friday,7,2019,2019-7,2
11,Friday,8,2016,2016-8,1
11,Friday,8,2017,2017-8,2
11,Friday,8,2018,2018-8,1
11,Friday,8,2020,2020-8,1
11,Friday,9,2016,2016-9,1
11,Friday,9,2017,2017-9,1
11,Friday,9,2020,2020-9,1
11,Friday,10,2015,2015-10,1
11,Friday,10,2020,2020-10,1
11,Friday,11,2016,2016-11,1
11,Friday,11,2018,2018-11,1
11,Friday,11,2020,2020-11,1
11,Friday,12,2015,2015-12,1
11,Friday,12,2017,2017-12,3
11,Friday,12,2018,2018-12,1
11,Friday,12,2020,2020-12,1
11,Monday,1,2015,2015-1,1
11,Monday,1,2017,2017-1,1
11,Monday,1,2019,2019-1,2
11,Monday,1,2020,2020-1,1
11,Monday,2,2015,2015-2,1
11,Monday,2,2017,2017-2,1
11,Monday,2,2018,2018-2,1
11,Monday,2,2021,2021-2,2
11,Monday,3,2016,2016-3,1
11,Monday,3,2017,2017-3,1
11,Monday,3,2019,2019-3,1
11,Monday,3,2020,2020-3,1
11,Monday,4,2015,2015-4,1
11,Monday,4,2018,2018-4,1
11,Monday,4,2019,2019-4,1
11,Monday,4,2021,2021-4,1
11,Monday,5,2015,2015-5,1
11,Monday,5,2019,2019-5,1
11,Monday,5,2021,2021-5,1
11,Monday,6,2015,2015-6,2
11,Monday,6,2016,2016-6,1
11,Monday,6,2018,2018-6,1
11,Monday,6,2020,2020-6,2
11,Monday,6,2021,2021-6,1
11,Monday,7,2017,2017-7,2
11,Monday,7,2018,2018-7,3
11,Monday,7,2020,2020-7,1
11,Monday,7,2021,2021-7,1
11,Monday,8,2016,2016-8,1
11,Monday,8,2018,2018-8,2
11,Monday,8,2019,2019-8,1
11,Monday,8,2021,2021-8,1
11,Monday,9,2015,2015-9,1
11,Monday,9,2017,2017-9,1
11,Monday,9,2018,2018-9,1
11,Monday,9,2019,2019-9,2
11,Monday,10,2016,2016-10,1
11,Monday,10,2017,2017-10,3
11,Monday,10,2018,2018-10,1
11,Monday,10,2019,2019-10,2
11,Monday,11,2015,2015-11,1
11,Monday,11,2016,2016-11,1
11,Monday,11,2018,2018-11,1
11,Monday,11,2019,2019-11,1
11,Monday,11,2020,2020-11,1
11,Monday,12,2015,2015-12,1
11,Monday,12,2016,2016-12,1
11,Monday,12,2017,2017-12,1
11,Monday,12,2020,2020-12,2
11,Saturday,1,2015,2015-1,2
11,Saturday,1,2016,2016-1,1
11,Saturday,1,2017,2017-1,1
11,Saturday,1,2018,2018-1,2
11,Saturday,1,2019,2019-1,1
11,Saturday,2,2015,2015-2,1
11,Saturday,2,2016,2016-2,1
11,Saturday,2,2020,2020-2,1
11,Saturday,3,2017,2017-3,1
11,Saturday,3,2021,2021-3,1
11,Saturday,4,2015,2015-4,1
11,Saturday,4,2019,2019-4,3
11,Saturday,4,2020,2020-4,1
11,Saturday,4,2021,2021-4,1
11,Saturday,5,2015,2015-5,1
11,Saturday,5,2019,2019-5,2
11,Saturday,5,2020,2020-5,1
11,Saturday,6,2015,2015-6,1
11,Saturday,6,2016,2016-6,1
11,Saturday,6,2019,2019-6,1
11,Saturday,6,2021,2021-6,1
11,Saturday,7,2015,2015-7,1
11,Saturday,7,2021,2021-7,1
11,Saturday,8,2015,2015-8,2
11,Saturday,8,2016,2016-8,1
11,Saturday,8,2017,2017-8,2
11,Saturday,8,2020,2020-8,1
11,Saturday,8,2021,2021-8,1
11,Saturday,9,2016,2016-9,2
11,Saturday,9,2017,2017-9,3
11,Saturday,9,2018,2018-9,2
11,Saturday,9,2019,2019-9,1
11,Saturday,9,2020,2020-9,1
11,Saturday,10,2016,2016-10,2
11,Saturday,10,2018,2018-10,1
11,Saturday,10,2019,2019-10,1
11,Saturday,11,2017,2017-11,3
11,Saturday,11,2019,2019-11,1
11,Saturday,12,2015,2015-12,1
11,Saturday,12,2016,2016-12,1
11,Saturday,12,2017,2017-12,3
11,Saturday,12,2018,2018-12,1
11,Saturday,12,2019,2019-12,1
11,Saturday,12,2020,2020-12,1
11,Sunday,1,2015,2015-1,2
11,Sunday,1,2016,2016-1,2
11,Sunday,1,2018,2018-1,1
11,Sunday,1,2019,2019-1,1
11,Sunday,1,2021,2021-1,2
11,Sunday,2,2015,2015-2,1
11,Sunday,2,2016,2016-2,1
11,Sunday,2,2018,2018-2,1
11,Sunday,2,2020,2020-2,1
11,Sunday,3,2016,2016-3,1
11,Sunday,3,2018,2018-3,2
11,Sunday,3,2020,2020-3,1
11,Sunday,3,2021,2021-3,1
11,Sunday,4,2016,2016-4,2
11,Sunday,4,2017,2017-4,3
11,Sunday,4,2018,2018-4,3
11,Sunday,5,2017,2017-5,2
11,Sunday,5,2018,2018-5,1
11,Sunday,5,2020,2020-5,2
11,Sunday,6,2016,2016-6,1
11,Sunday,6,2017,2017-6,1
11,Sunday,6,2018,2018-6,3
11,Sunday,7,2015,2015-7,1
11,Sunday,7,2019,2019-7,1
11,Sunday,7,2021,2021-7,1
11,Sunday,8,2015,2015-8,1
11,Sunday,8,2016,2016-8,1
11,Sunday,8,2018,2018-8,3
11,Sunday,8,2020,2020-8,3
11,Sunday,8,2021,2021-8,1
11,Sunday,9,2015,2015-9,2
11,Sunday,9,2016,2016-9,2
11,Sunday,9,2018,2018-9,3
11,Sunday,9,2019,2019-9,3
11,Sunday,9,2020,2020-9,1
11,Sunday,10,2015,2015-10,2
11,Sunday,10,2016,2016-10,1
11,Sunday,10,2017,2017-10,1
11,Sunday,10,2019,2019-10,3
11,Sunday,10,2020,2020-10,1
11,Sunday,11,2015,2015-11,2
11,Sunday,11,2016,2016-11,1
11,Sunday,11,2018,2018-11,3
11,Sunday,11,2020,2020-11,1
11,Sunday,12,2015,2015-12,1
11,Sunday,12,2016,2016-12,1
11,Sunday,12,2017,2017-12,1
11,Sunday,12,2018,2018-12,1
11,Sunday,12,2019,2019-12,1
11,Sunday,12,2020,2020-12,1
11,Thursday,1,2016,2016-1,2
11,Thursday,1,2019,2019-1,1
11,Thursday,1,2020,2020-1,2
11,Thursday,1,2021,2021-1,1
11,Thursday,2,2017,2017-2,1
11,Thursday,2,2018,2018-2,3
11,Thursday,2,2019,2019-2,2
11,Thursday,2,2021,2021-2,2
11,Thursday,3,2015,2015-3,1
11,Thursday,3,2017,2017-3,3
11,Thursday,3,2018,2018-3,1
11,Thursday,3,2020,2020-3,1
11,Thursday,4,2015,2015-4,1
11,Thursday,4,2020,2020-4,1
11,Thursday,4,2021,2021-4,1
