Hour,Dayweek,Month,Year,Year-Month,Crash_Count
05,Monday,3,2020,2020-3,1
05,Monday,4,2018,2018-4,1
05,Monday,4,2019,2019-4,2
05,Monday,5,2020,2020-5,1
05,Monday,6,2016,2016-6,1
05,Monday,6,2019,2019-6,1
05,Monday,6,2020,2020-6,1
05,Monday,6,2021,2021-6,2
05,Monday,7,2016,2016-7,1
05,Monday,8,2015,2015-8,1
05,Monday,8,2016,2016-8,2
05,Monday,8,2019,2019-8,1
05,Monday,8,2020,2020-8,1
05,Monday,9,2015,2015-9,1
05,Monday,10,2016,2016-10,1
05,Monday,11,2018,2018-11,1
05,Monday,11,2020,2020-11,1
05,Monday,12,2016,2016-12,1
05,Monday,12,2017,2017-12,2
05,Monday,12,2019,2019-12,1
05,Saturday,1,2015,2015-1,1
05,Saturday,1,2016,2016-1,1
05,Saturday,1,2019,2019-1,2
05,Saturday,1,2021,2021-1,1
05,Saturday,2,2016,2016-2,1
05,Saturday,2,2020,2020-2,1
05,Saturday,3,2016,2016-3,1
05,Saturday,3,2018,2018-3,1
05,Saturday,4,2017,2017-4,1
05,Saturday,4,2018,2018-4,1
05,Saturday,5,2018,2018-5,1
05,Saturday,6,2019,2019-6,1
05,Saturday,7,2016,2016-7,2
05,Saturday,7,2021,2021-7,1
05,Saturday,8,2017,2017-8,1
05,Saturday,8,2018,2018-8,1
05,Saturday,8,2019,2019-8,1
05,Saturday,9,2015,2015-9,1
05,Saturday,10,2015,2015-10,1
05,Saturday,10,2016,2016-10,1
05,Saturday,10,2017,2017-10,1
05,Saturday,10,2018,2018-10,2
05,Saturday,10,2020,2020-10,1
05,Saturday,11,2015,2015-11,1
05,Saturday,11,2017,2017-11,1
05,Saturday,11,2018,2018-11,1
05,Saturday,11,2019,2019-11,1
05,Saturday,12,2016,2016-12,1
05,Saturday,12,2017,2017-12,1
05,Saturday,12,2019,2019-12,1
05,Sunday,1,2015,2015-1,1
05,Sunday,2,2017,2017-2,1
05,Sunday,2,2019,2019-2,1
05,Sunday,2,2020,2020-2,1
05,Sunday,3,2015,2015-3,2
05,Sunday,3,2017,2017-3,1
05,Sunday,3,2019,2019-3,1
05,Sunday,4,2016,2016-4,1
05,Sunday,4,2021,2021-4,1
05,Sunday,5,2016,2016-5,1
05,Sunday,5,2017,2017-5,1
05,Sunday,6,2018,2018-6,1
05,Sunday,6,2019,2019-6,1
05,Sunday,7,2016,2016-7,1
05,Sunday,7,2017,2017-7,1
05,Sunday,8,2016,2016-8,1
05,Sunday,8,2017,2017-8,1
05,Sunday,8,2021,2021-8,2
05,Sunday,9,2017,2017-9,1
05,Sunday,10,2018,2018-10,2
05,Sunday,10,2019,2019-10,1
05,Sunday,11,2017,2017-11,2
05,Sunday,11,2018,2018-11,1
05,Sunday,11,2020,2020-11,1
05,Sunday,12,2015,2015-12,2
05,Sunday,12,2016,2016-12,1
05,Thursday,1,2018,2018-1,1
05,Thursday,2,2015,2015-2,2
05,Thursday,2,2016,2016-2,1
05,Thursday,2,2020,2020-2,1
05,Thursday,3,2019,2019-3,1
05,Thursday,4,2016,2016-4,1
05,Thursday,4,2019,2019-4,2
05,Thursday,4,2021,2021-4,1
05,Thursday,5,2015,2015-5,1
05,Thursday,5,2016,2016-5,1
05,Thursday,5,2019,2019-5,1
05,Thursday,6,2015,2015-6,1
05,Thursday,7,2015,2015-7,1
05,Thursday,7,2018,2018-7,1
05,Thursday,7,2019,2019-7,1
05,Thursday,7,2020,2020-7,2
05,Thursday,8,2020,2020-8,1
05,Thursday,9,2016,2016-9,1
05,Thursday,9,2017,2017-9,1
05,Thursday,10,2015,2015-10,2
05,Thursday,10,2016,2016-10,1
05,Thursday,10,2019,2019-10,1
05,Thursday,10,2020,2020-10,1
05,Thursday,11,2020,2020-11,1
05,Thursday,12,2015,2015-12,1
05,Tuesday,1,2016,2016-1,1
05,Tuesday,1,2018,2018-1,1
05,Tuesday,2,2019,2019-2,2
05,Tuesday,3,2020,2020-3,1
05,Tuesday,4,2017,2017-4,1
05,Tuesday,4,2018,2018-4,1
05,Tuesday,4,2020,2020-4,1
05,Tuesday,6,2020,2020-6,1
05,Tuesday,7,2015,2015-7,1
05,Tuesday,7,2017,2017-7,1
05,Tuesday,8,2016,2016-8,2
05,Tuesday,8,2021,2021-8,1
05,Tuesday,9,2018,2018-9,1
05,Tuesday,10,2020,2020-10,1
05,Tuesday,11,2016,2016-11,1
05,Tuesday,11,2017,2017-11,1
05,Tuesday,11,2018,2018-11,1
05,Tuesday,12,2016,2016-12,1
05,Wednesday,1,2016,2016-1,1
05,Wednesday,1,2017,2017-1,1
05,Wednesday,1,2019,2019-1,1
05,Wednesday,2,2020,2020-2,2
05,Wednesday,2,2021,2021-2,1
05,Wednesday,3,2019,2019-3,1
05,Wednesday,3,2020,2020-3,1
05,Wednesday,4,2020,2020-4,1
05,Wednesday,4,2021,2021-4,1
05,Wednesday,5,2016,2016-5,1
05,Wednesday,5,2020,2020-5,1
05,Wednesday,6,2016,2016-6,1
05,Wednesday,6,2020,2020-6,1
05,Wednesday,7,2019,2019-7,1
05,Wednesday,7,2021,2021-7,1
05,Wednesday,8,2018,2018-8,1
05,Wednesday,8,2021,2021-8,1
05,Wednesday,9,2015,2015-9,2
05,Wednesday,9,2017,2017-9,1
05,Wednesday,9,2019,2019-9,1
05,Wednesday,9,2020,2020-9,1
05,Wednesday,10,2017,2017-10,1
05,Wednesday,10,2020,2020-10,1
05,Wednesday,12,2019,2019-12,1
05,Wednesday,12,2020,2020-12,1
06,Friday,1,2018,2018-1,2
06,Friday,1,2020,2020-1,1
06,Friday,1,2021,2021-1,1
06,Friday,2,2021,2021-2,1
06,Friday,3,2017,2017-3,2
06,Friday,3,2018,2018-3,1
06,Friday,4,2015,2015-4,1
06,Friday,4,2016,2016-4,1
06,Friday,4,2019,2019-4,2
06,Friday,4,2020,2020-4,1
06,Friday,5,2016,2016-5,2
06,Friday,5,2017,2017-5,1
06,Friday,5,2021,2021-5,1
06,Friday,6,2015,2015-6,1
06,Friday,6,2017,2017-6,1
06,Friday,6,2019,2019-6,2
06,Friday,7,2016,2016-7,1
06,Friday,7,2017,2017-7,1
06,Friday,7,2018,2018-7,2
06,Friday,7,2019,2019-7,2
06,Friday,8,2017,2017-8,1
06,Friday,8,2020,2020-8,2
06,Friday,8,2021,2021-8,1
06,Friday,9,2015,2015-9,1
06,Friday,9,2016,2016-9,1
06,Friday,9,2017,2017-9,1
06,Friday,11,2015,2015-11,1
06,Friday,11,2016,2016-11,2
06,Friday,11,2018,2018-11,1
06,Friday,11,2020,2020-11,1
06,Friday,12,2016,2016-12,2
06,Friday,12,2020,2020-12,1
06,Monday,1,2016,2016-1,1
06,Monday,2,2016,2016-2,1
06,Monday,2,2019,2019-2,1
06,Monday,3,2015,2015-3,1
06,Monday,3,2018,2018-3,2
06,Monday,3,2019,2019-3,1
06,Monday,3,2020,2020-3,2
06,Monday,3,2021,2021-3,1
06,Monday,4,2020,2020-4,1
06,Monday,4,2021,2021-4,1
06,Monday,5,2016,2016-5,1
06,Monday,5,2017,2017-5,2
06,Monday,5,2018,2018-5,1
06,Monday,5,2020,2020-5,1
06,Monday,5,2021,2021-5,1
06,Monday,6,2015,2015-6,1
06,Monday,6,2018,2018-6,1
06,Monday,6,2019,2019-6,1
06,Monday,6,2021,2021-6,1
06,Monday,7,2018,2018-7,1
06,Monday,7,2021,2021-7,1
06,Monday,8,2016,2016-8,2
06,Monday,8,2018,2018-8,1
06,Monday,9,2015,2015-9,1
06,Monday,9,2017,2017-9,1
06,Monday,11,2015,2015-11,1
06,Monday,11,2016,2016-11,1
06,Monday,11,2017,2017-11,1
06,Monday,11,2018,2018-11,1
06,Monday,11,2019,2019-11,1
06,Monday,12,2016,2016-12,1
06,Monday,12,2017,2017-12,3
06,Monday,12,2018,2018-12,1
06,Monday,12,2019,2019-12,1
06,Monday,12,2020,2020-12,1
06,Saturday,1,2015,2015-1,1
06,Saturday,1,2017,2017-1,1
06,Saturday,1,2018,2018-1,4
06,Saturday,1,2019,2019-1,1
06,Saturday,2,2019,2019-2,1
06,Saturday,2,2021,2021-2,1
06,Saturday,3,2016,2016-3,2
06,Saturday,3,2020,2020-3,2
06,Saturday,4,2021,2021-4,3
06,Saturday,5,2015,2015-5,1
06,Saturday,5,2019,2019-5,1
06,Saturday,6,2015,2015-6,1
06,Saturday,7,2017,2017-7,2
06,Saturday,7,2018,2018-7,1
06,Saturday,8,2015,2015-8,1
06,Saturday,8,2019,2019-8,1
06,Saturday,9,2016,2016-9,2
06,Saturday,9,2017,2017-9,1
06,Saturday,10,2016,2016-10,1
06,Saturday,10,2019,2019-10,1
06,Saturday,10,2020,2020-10,1
06,Saturday,11,2016,2016-11,1
06,Saturday,11,2017,2017-11,1
06,Saturday,11,2019,2019-11,1
06,Saturday,11,2020,2020-11,1
06,Saturday,12,2018,2018-12,1
06,Saturday,12,2019,2019-12,2
06,Sunday,1,2016,2016-1,1
06,Sunday,1,2019,2019-1,2
06,Sunday,1,2021,2021-1,1
06,Sunday,2,2015,2015-2,1
06,Sunday,2,2021,2021-2,1
06,Sunday,3,2015,2015-3,3
06,Sunday,4,2015,2015-4,1
06,Sunday,5,2016,2016-5,1
06,Sunday,5,2021,2021-5,2
06,Sunday,6,2016,2016-6,1
06,Sunday,6,2018,2018-6,1
06,Sunday,6,2019,2019-6,1
06,Sunday,7,2015,2015-7,1
06,Sunday,7,2017,2017-7,2
06,Sunday,7,2020,2020-7,1
06,Sunday,8,2017,2017-8,1
06,Sunday,9,2016,2016-9,1
06,Sunday,9,2017,2017-9,1
06,Sunday,9,2020,2020-9,1
06,Sunday,10,2017,2017-10,1
06,Sunday,10,2018,2018-10,2
06,Sunday,10,2019,2019-10,1
06,Sunday,11,2016,2016-11,1
06,Sunday,11,2018,2018-11,1
06,Sunday,11,2019,2019-11,1
06,Sunday,11,2020,2020-11,1
06,Sunday,12,2018,2018-12,1
06,Thursday,1,2015,2015-1,1
06,Thursday,1,2018,2018-1,1
06,Thursday,2,2018,2018-2,1
06,Thursday,2,2019,2019-2,1
06,Thursday,3,2016,2016-3,2
06,Thursday,3,2017,2017-3,1
06,Thursday,3,2020,2020-3,1
06,Thursday,4,2017,2017-4,1
06,Thursday,4,2019,2019-4,1
06,Thursday,4,2020,2020-4,1
06,Thursday,4,2021,2021-4,1
06,Thursday,5,2017,2017-5,2
06,Thursday,6,2015,2015-6,1
06,Thursday,6,2016,2016-6,1
06,Thursday,6,2017,2017-6,1
06,Thursday,6,2018,2018-6,1
06,Thursday,6,2019,2019-6,3
06,Thursday,6,2021,2021-6,3
06,Thursday,7,2016,2016-7,1
06,Thursday,7,2017,2017-7,2
06,Thursday,8,2018,2018-8,1
06,Thursday,11,2016,2016-11,1
06,Thursday,11,2018,2018-11,1
06,Thursday,11,2020,2020-11,1
06,Thursday,12,2018,2018-12,1
06,Thursday,12,2019,2019-12,3
06,Tuesday,1,2018,2018-1,1
06,Tuesday,1,2021,2021-1,1
06,Tuesday,2,2015,2015-2,4
06,Tuesday,2,2016,2016-2,3
06,Tuesday,2,2018,2018-2,1
06,Tuesday,2,2020,2020-2,1
06,Tuesday,2,2021,2021-2,2
06,Tuesday,3,2018,2018-3,1
06,Tuesday,3,2020,2020-3,2
06,Tuesday,4,2016,2016-4,2
06,Tuesday,4,2017,2017-4,1
06,Tuesday,4,2018,2018-4,1
06,Tuesday,5,2017,2017-5,1
06,Tuesday,5,2018,2018-5,1
06,Tuesday,5,2020,2020-5,1
06,Tuesday,5,2021,2021-5,1
06,Tuesday,6,2016,2016-6,1
06,Tuesday,6,2017,2017-6,1
06,Tuesday,6,2019,2019-6,1
06,Tuesday,7,2019,2019-7,1
06,Tuesday,7,2020,2020-7,1
06,Tuesday,7,2021,2021-7,1
06,Tuesday,8,2017,2017-8,1
06,Tuesday,8,2018,2018-8,1
06,Tuesday,8,2021,2021-8,1
06,Tuesday,9,2015,2015-9,1
06,Tuesday,9,2019,2019-9,2
06,Tuesday,10,2018,2018-10,1
06,Tuesday,10,2019,2019-10,1
06,Tuesday,11,2020,2020-11,1
06,Wednesday,1,2015,2015-1,2
06,Wednesday,2,2016,2016-2,3
06,Wednesday,2,2019,2019-2,2
06,Wednesday,2,2021,2021-2,1
06,Wednesday,3,2018,2018-3,1
06,Wednesday,3,2019,2019-3,1
06,Wednesday,3,2021,2021-3,1
06,Wednesday,4,2015,2015-4,2
06,Wednesday,4,2016,2016-4,1
06,Wednesday,4,2017,2017-4,1
06,Wednesday,4,2020,2020-4,3
06,Wednesday,4,2021,2021-4,1
06,Wednesday,5,2016,2016-5,1
06,Wednesday,5,2019,2019-5,1
06,Wednesday,6,2016,2016-6,1
06,Wednesday,6,2018,2018-6,2
06,Wednesday,6,2021,2021-6,2
06,Wednesday,7,2016,2016-7,1
06,Wednesday,7,2018,2018-7,1
06,Wednesday,7,2019,2019-7,1
06,Wednesday,7,2020,2020-7,1
06,Wednesday,7,2021,2021-7,3
06,Wednesday,8,2015,2015-8,1
06,Wednesday,8,2016,2016-8,3
06,Wednesday,8,2021,2021-8,1
06,Wednesday,9,2020,2020-9,1
06,Wednesday,10,2016,2016-10,1
06,Wednesday,10,2019,2019-10,1
06,Wednesday,10,2020,2020-10,2
06,Wednesday,11,2016,2016-11,2
06,Wednesday,11,2017,2017-11,2
06,Wednesday,11,2018,2018-11,1
06,Wednesday,12,2015,2015-12,2
06,Wednesday,12,2017,2017-12,2
06,Wednesday,12,2018,2018-12,1
07,Friday,1,2019,2019-1,1
07,Friday,1,2020,2020-1,1
07,Friday,1,2021,2021-1,1
07,Friday,2,2015,2015-2,1
07,Friday,2,2017,2017-2,1
07,Friday,2,2019,2019-2,1
07,Friday,3,2015,2015-3,1
07,Friday,3,2016,2016-3,1
07,Friday,3,2017,2017-3,1
07,Friday,3,2018,2018-3,2
07,Friday,3,2019,2019-3,1
07,Friday,4,2016,2016-4,1
07,Friday,4,2018,2018-4,1
07,Friday,5,2015,2015-5,1
07,Friday,5,2016,2016-5,1
07,Friday,5,2017,2017-5,1
07,Friday,5,2018,2018-5,1
07,Friday,5,2020,2020-5,1
07,Friday,6,2016,2016-6,1
07,Friday,6,2018,2018-6,1
07,Friday,7,2019,2019-7,1
07,Friday,8,2020,2020-8,1
07,Friday,9,2015,2015-9,2
07,Friday,9,2018,2018-9,1
07,Friday,10,2015,2015-10,1
07,Friday,10,2016,2016-10,2
07,Friday,10,2017,2017-10,1
07,Friday,10,2019,2019-10,3
07,Friday,11,2015,2015-11,2
07,Friday,11,2016,2016-11,1
07,Friday,12,2017,2017-12,2
07,Friday,12,2018,2018-12,1
07,Friday,12,2020,2020-12,1
07,Monday,1,2017,2017-1,1
07,Monday,2,2017,2017-2,1
07,Monday,2,2018,2018-2,1
07,Monday,2,2020,2020-2,2
07,Monday,3,2020,2020-3,1
07,Monday,3,2021,2021-3,1
07,Monday,4,2016,2016-4,2
07,Monday,4,2019,2019-4,1
07,Monday,5,2017,2017-5,1
07,Monday,5,2018,2018-5,2
07,Monday,5,2019,2019-5,1
07,Monday,6,2016,2016-6,1
07,Monday,7,2017,2017-7,1
07,Monday,7,2020,2020-7,1
07,Monday,8,2015,2015-8,1
07,Monday,9,2016,2016-9,1
07,Monday,9,2017,2017-9,1
07,Monday,9,2018,2018-9,1
07,Monday,10,2018,2018-10,1
07,Monday,11,2015,2015-11,1
07,Monday,11,2016,2016-11,4
07,Monday,11,2018,2018-11,1
07,Monday,11,2019,2019-11,1
07,Saturday,1,2017,2017-1,1
07,Saturday,1,2018,2018-1,1
07,Saturday,1,2019,2019-1,2
07,Saturday,1,2021,2021-1,1
07,Saturday,2,2016,2016-2,1
07,Saturday,2,2017,2017-2,1
07,Saturday,2,2018,2018-2,2
07,Saturday,3,2016,2016-3,2
07,Saturday,3,2018,2018-3,1
07,Saturday,3,2021,2021-3,1
07,Saturday,4,2016,2016-4,2
07,Saturday,4,2019,2019-4,1
07,Saturday,4,2020,2020-4,2
07,Saturday,5,2019,2019-5,1
07,Saturday,5,2020,2020-5,1
07,Saturday,6,2016,2016-6,2
07,Saturday,6,2017,2017-6,1
07,Saturday,6,2018,2018-6,2
07,Saturday,7,2015,2015-7,1
07,Saturday,7,2016,2016-7,2
07,Saturday,7,2017,2017-7,2
07,Saturday,7,2019,2019-7,1
07,Saturday,7,2021,2021-7,2
07,Saturday,8,2016,2016-8,1
07,Saturday,8,2017,2017-8,1
07,Saturday,8,2018,2018-8,1
07,Saturday,9,2015,2015-9,1
07,Saturday,9,2020,2020-9,1
07,Saturday,10,2015,2015-10,1
07,Saturday,10,2016,2016-10,1
07,Saturday,10,2020,2020-10,1
07,Sunday,1,2018,2018-1,1
07,Sunday,1,2019,2019-1,1
07,Sunday,2,2015,2015-2,1
07,Sunday,2,2019,2019-2,1
07,Sunday,2,2021,2021-2,1
07,Sunday,3,2015,2015-3,1
07,Sunday,3,2016,2016-3,2
07,Sunday,3,2017,2017-3,1
07,Sunday,4,2015,2015-4,3
07,Sunday,4,2021,2021-4,1
07,Sunday,6,2018,2018-6,1
07,Sunday,7,2016,2016-7,2
07,Sunday,7,2017,2017-7,2
07,Sunday,8,2015,2015-8,1
07,Sunday,8,2016,2016-8,1
07,Sunday,9,2015,2015-9,1
07,Sunday,9,2018,2018-9,2
07,Sunday,10,2017,2017-10,1
07,Sunday,10,2018,2018-10,1
07,Sunday,11,2020,2020-11,3
07,Thursday,1,2015,2015-1,3
07,Thursday,1,2018,2018-1,1
07,Thursday,1,2019,2019-1,2
07,Thursday,1,2020,2020-1,1
07,Thursday,2,2016,2016-2,1
07,Thursday,2,2017,2017-2,1
07,Thursday,2,2018,2018-2,1
07,Thursday,2,2019,2019-2,1
07,Thursday,2,2021,2021-2,1
07,Thursday,3,2016,2016-3,1
07,Thursday,3,2017,2017-3,1
07,Thursday,3,2019,2019-3,1
07,Thursday,4,2016,2016-4,1
07,Thursday,5,2015,2015-5,1
07,Thursday,5,2016,2016-5,1
07,Thursday,5,2017,2017-5,1
07,Thursday,6,2015,2015-6,1
07,Thursday,6,2016,2016-6,1
07,Thursday,6,2017,2017-6,1
07,Thursday,6,2018,2018-6,1
07,Thursday,6,2021,2021-6,1
07,Thursday,7,2017,2017-7,1
07,Thursday,7,2020,2020-7,1
07,Thursday,7,2021,2021-7,1
07,Thursday,8,2017,2017-8,1
07,Thursday,8,2019,2019-8,1
07,Thursday,8,2020,2020-8,1
07,Thursday,8,2021,2021-8,1
07,Thursday,9,2015,2015-9,1
07,Thursday,9,2018,2018-9,2
07,Thursday,10,2015,2015-10,1
07,Thursday,11,2015,2015-11,1
07,Thursday,11,2016,2016-11,1
07,Thursday,11,2018,2018-11,1
07,Thursday,12,2019,2019-12,1
07,Tuesday,1,2018,2018-1,1
07,Tuesday,1,2021,2021-1,1
07,Tuesday,2,2015,2015-2,1
07,Tuesday,3,2017,2017-3,1
07,Tuesday,3,2018,2018-3,1
07,Tuesday,4,2015,2015-4,1
07,Tuesday,4,2017,2017-4,1
07,Tuesday,4,2018,2018-4,1
07,Tuesday,4,2019,2019-4,1
07,Tuesday,4,2020,2020-4,1
07,Tuesday,5,2018,2018-5,1
07,Tuesday,5,2019,2019-5,1
07,Tuesday,5,2020,2020-5,1
07,Tuesday,6,2018,2018-6,1
07,Tuesday,6,2019,2019-6,1
07,Tuesday,6,2020,2020-6,1
07,Tuesday,6,2021,2021-6,2
07,Tuesday,7,2015,2015-7,1
07,Tuesday,7,2017,2017-7,1
07,Tuesday,7,2018,2018-7,3
07,Tuesday,7,2020,2020-7,1
07,Tuesday,8,2015,2015-8,1
07,Tuesday,8,2017,2017-8,1
07,Tuesday,8,2019,2019-8,1
07,Tuesday,9,2016,2016-9,1
07,Tuesday,9,2018,2018-9,1
07,Tuesday,9,2019,2019-9,1
07,Tuesday,9,2020,2020-9,2
07,Tuesday,10,2016,2016-10,1
07,Tuesday,10,2019,2019-10,1
07,Tuesday,10,2020,2020-10,1
07,Tuesday,11,2016,2016-11,2
07,Tuesday,12,2015,2015-12,1
07,Tuesday,12,2019,2019-12,1
07,Tuesday,12,2020,2020-12,1
07,Wednesday,1,2016,2016-1,2
07,Wednesday,1,2021,2021-1,1
07,Wednesday,2,2015,2015-2,1
07,Wednesday,2,2016,2016-2,1
07,Wednesday,2,2017,2017-2,1
07,Wednesday,2,2019,2019-2,1
07,Wednesday,3,2015,2015-3,1
07,Wednesday,3,2017,2017-3,2
07,Wednesday,3,2019,2019-3,1
07,Wednesday,3,2020,2020-3,2
07,Wednesday,4,2015,2015-4,1
07,Wednesday,4,2017,2017-4,2
07,Wednesday,4,2019,2019-4,2
07,Wednesday,5,2015,2015-5,1
07,Wednesday,5,2017,2017-5,1
07,Wednesday,5,2018,2018-5,1
07,Wednesday,6,2017,2017-6,2
07,Wednesday,6,2021,2021-6,1
07,Wednesday,7,2015,2015-7,2
07,Wednesday,7,2016,2016-7,2
07,Wednesday,8,2017,2017-8,2
07,Wednesday,8,2018,2018-8,1
07,Wednesday,9,2017,2017-9,2
07,Wednesday,10,2015,2015-10,1
07,Wednesday,10,2017,2017-10,1
07,Wednesday,10,2019,2019-10,2
07,Wednesday,10,2020,2020-10,1
07,Wednesday,11,2017,2017-11,3
07,Wednesday,11,2019,2019-11,1
07,Wednesday,12,2015,2015-12,1
07,Wednesday,12,2018,2018-12,1
07,Wednesday,12,2019,2019-12,1
08,Friday,1,2016,2016-1,2
08,Friday,1,2019,2019-1,1
08,Friday,2,2017,2017-2,1
08,Friday,3,2017,2017-3,2
08,Friday,3,2018,2018-3,1
08,Friday,3,2020,2020-3,1
08,Friday,4,2017,2017-4,1
08,Friday,4,2019,2019-4,1
08,Friday,4,2021,2021-4,1
08,Friday,5,2016,2016-5,1
08,Friday,5,2017,2017-5,1
08,Friday,6,2016,2016-6,1
08,Friday,6,2017,2017-6,1
08,Friday,6,2019,2019-6,1
08,Friday,6,2020,2020-6,1
08,Friday,6,2021,2021-6,1
08,Friday,7,2017,2017-7,1
08,Friday,7,2018,2018-7,1
08,Friday,7,2020,2020-7,1
08,Friday,8,2018,2018-8,1
08,Friday,8,2020,2020-8,1
08,Friday,9,2016,2016-9,1
08,Friday,9,2018,2018-9,1
08,Friday,9,2019,2019-9,1
08,Friday,10,2015,2015-10,1
08,Friday,10,2016,2016-10,1
08,Friday,10,2020,2020-10,2
08,Friday,11,2017,2017-11,1
08,Friday,11,2019,2019-11,1
08,Monday,1,2015,2015-1,1
08,Monday,1,2016,2016-1,1
08,Monday,1,2018,2018-1,1
08,Monday,2,2015,2015-2,1
08,Monday,2,2017,2017-2,1
08,Monday,2,2020,2020-2,1
08,Monday,2,2021,2021-2,1
08,Monday,3,2015,2015-3,1
08,Monday,3,2016,2016-3,1
08,Monday,3,2017,2017-3,1
08,Monday,3,2018,2018-3,1
08,Monday,3,2020,2020-3,1
08,Monday,3,2021,2021-3,3
08,Monday,4,2015,2015-4,1
08,Monday,4,2016,2016-4,1
08,Monday,4,2018,2018-4,1
08,Monday,5,2016,2016-5,1
08,Monday,5,2017,2017-5,1
08,Monday,5,2018,2018-5,2
08,Monday,5,2020,2020-5,1
08,Monday,6,2016,2016-6,1
08,Monday,6,2021,2021-6,1
08,Monday,7,2017,2017-7,1
08,Monday,8,2016,2016-8,1
08,Monday,8,2017,2017-8,1
08,Monday,8,2018,2018-8,1
08,Monday,8,2019,2019-8,1
08,Monday,8,2021,2021-8,1
08,Monday,9,2015,2015-9,1
08,Monday,10,2015,2015-10,1
08,Monday,10,2017,2017-10,1
08,Monday,11,2015,2015-11,2
08,Monday,11,2017,2017-11,1
08,Monday,11,2018,2018-11,1
08,Monday,12,2017,2017-12,1
08,Monday,12,2018,2018-12,1
08,Monday,12,2019,2019-12,1
08,Monday,12,2020,2020-12,1
08,Saturday,1,2015,2015-1,1
08,Saturday,2,2019,2019-2,1
08,Saturday,2,2020,2020-2,1
08,Saturday,2,2021,2021-2,2
08,Saturday,3,2015,2015-3,2
08,Saturday,3,2019,2019-3,1
08,Saturday,3,2021,2021-3,2
08,Saturday,4,2016,2016-4,1
08,Saturday,4,2018,2018-4,1
08,Saturday,5,2017,2017-5,1
08,Saturday,5,2019,2019-5,1
08,Saturday,5,2021,2021-5,2
08,Saturday,6,2016,2016-6,1
08,Saturday,6,2017,2017-6,1
08,Saturday,6,2018,2018-6,1
08,Saturday,6,2019,2019-6,1
08,Saturday,7,2015,2015-7,1
08,Saturday,7,2016,2016-7,1
08,Saturday,7,2021,2021-7,1
08,Saturday,8,2020,2020-8,1
08,Saturday,9,2016,2016-9,1
08,Saturday,9,2017,2017-9,1
08,Saturday,9,2018,2018-9,1
08,Saturday,9,2019,2019-9,1
08,Saturday,10,2015,2015-10,1
08,Saturday,10,2016,2016-10,1
08,Saturday,10,2017,2017-10,1
08,Saturday,11,2016,2016-11,1
08,Saturday,11,2018,2018-11,1
08,Saturday,11,2019,2019-11,1
08,Saturday,11,2020,2020-11,1
08,Saturday,12,2020,2020-12,2
08,Sunday,1,2016,2016-1,1
08,Sunday,1,2018,2018-1,1
08,Sunday,1,2021,2021-1,1
08,Sunday,2,2015,2015-2,2
08,Sunday,3,2015,2015-3,2
08,Sunday,3,2017,2017-3,1
08,Sunday,3,2019,2019-3,1
08,Sunday,4,2015,2015-4,1
08,Sunday,4,2017,2017-4,1
08,Sunday,5,2016,2016-5,2
08,Sunday,5,2018,2018-5,2
08,Sunday,5,2019,2019-5,1
08,Sunday,5,2020,2020-5,1
08,Sunday,6,2016,2016-6,1
08,Sunday,6,2017,2017-6,2
08,Sunday,6,2019,2019-6,1
08,Sunday,6,2021,2021-6,1
08,Sunday,7,2017,2017-7,1
08,Sunday,7,2019,2019-7,2
08,Sunday,7,2020,2020-7,1
08,Sunday,8,2015,2015-8,2
08,Sunday,8,2016,2016-8,1
08,Sunday,8,2020,2020-8,1
08,Sunday,9,2015,2015-9,2
08,Sunday,9,2020,2020-9,1
08,Sunday,10,2016,2016-10,1
08,Sunday,11,2017,2017-11,1
08,Sunday,12,2016,2016-12,1
08,Sunday,12,2018,2018-12,2
08,Sunday,12,2020,2020-12,1
08,Thursday,1,2017,2017-1,1
08,Thursday,2,2019,2019-2,1
08,Thursday,2,2020,2020-2,2
08,Thursday,2,2021,2021-2,1
08,Thursday,3,2016,2016-3,3
08,Thursday,3,2018,2018-3,2
08,Thursday,3,2019,2019-3,1
08,Thursday,3,2020,2020-3,1
08,Thursday,3,2021,2021-3,1
08,Thursday,4,2017,2017-4,1
08,Thursday,4,2020,2020-4,1
08,Thursday,5,2016,2016-5,1
08,Thursday,5,2019,2019-5,1
08,Thursday,6,2018,2018-6,1
08,Thursday,7,2015,2015-7,1
08,Thursday,7,2018,2018-7,1
08,Thursday,7,2020,2020-7,1
08,Thursday,7,2021,2021-7,1
08,Thursday,8,2016,2016-8,1
08,Thursday,8,2017,2017-8,1
08,Thursday,8,2019,2019-8,1
08,Thursday,8,2020,2020-8,1
08,Thursday,10,2016,2016-10,2
08,Thursday,10,2017,2017-10,2
08,Thursday,10,2019,2019-10,1
08,Thursday,10,2020,2020-10,1
08,Thursday,11,2020,2020-11,2
08,Thursday,12,2015,2015-12,1
08,Thursday,12,2017,2017-12,1
08,Tuesday,2,2016,2016-2,2
08,Tuesday,2,2021,2021-2,1
08,Tuesday,3,2015,2015-3,2
08,Tuesday,3,2017,2017-3,2
08,Tuesday,3,2021,2021-3,1
08,Tuesday,4,2016,2016-4,1
08,Tuesday,4,2017,2017-4,1
08,Tuesday,4,2019,2019-4,1
08,Tuesday,5,2016,2016-5,4
08,Tuesday,5,2017,2017-5,1
08,Tuesday,5,2018,2018-5,2
08,Tuesday,5,2019,2019-5,1
08,Tuesday,6,2016,2016-6,1
